
2;939203518.00;-951529055
2;1329411168.00;1351856931
2;669161930.00;1092346852
2;939203518.00;-951529055
2;1329411168.00;1351856931
2;669161930.00;1092346852
2;394813107.00;-1426224052
2;1952874286.00;-171789023
2;1978327159.00;-91669464
2;1318009185.00;-1628404257
2;-923435237.00;192542517
2;-91959307.00;-36387884
2;-1071246382.00;-984610238
2;-1160025374.00;-285663883
2;-1309632387.00;-253489731
2;-268625658.00;-16359474
2;-1966486547.00;-1492104893
2;369352869.00;2021129384
2;644904947.00;1265786870
2;-128367612.00;1224567713
2;1503345.00;-1116515182
2;447866000.00;-620627526
2;1934061052.00;-1527327961
2;-584682728.00;-2110823632
2;-152824366.00;1559234811
2;-733746171.00;726045548
2;-605050784.00;-343592487
2;155109803.00;507541749
2;243951529.00;-1413748868
2;1163741483.00;-386508657
2;2103122172.00;-2119281563
2;-2090271986.00;-437131953
2;-309616330.00;-203723227
2;-1549362224.00;-2128734650
