
1;-36960360.00;2134784856
1;-231603817.00;-1493227508
1;1841478439.00;-468069834
1;-2018690679.00;-137366212
1;1539068794.00;701259962
1;1506200395.00;-1459149835
1;2094169568.00;1012926594
1;-63128545.00;-1498835879
1;-561898060.00;-1282347348
1;-314777585.00;-1420779085
1;-1971189206.00;-1160783325
1;126665619.00;1796090493
1;-1136442687.00;1296763407
1;541605427.00;22645455
1;-36960360.00;2134784856
1;-231603817.00;-1493227508
1;1841478439.00;-468069834
1;-2018690679.00;-137366212
1;1539068794.00;701259962
1;1506200395.00;-1459149835
1;2094169568.00;1012926594
1;-63128545.00;-1498835879
1;-561898060.00;-1282347348
1;-314777585.00;-1420779085
1;-1971189206.00;-1160783325
1;126665619.00;1796090493
1;278803999.00;553772978
1;-2039600236.00;-1919350782
1;-1106569673.00;1408698488
1;-1049919797.00;-933987259
1;-1887243152.00;168271411
1;-934420637.00;-1130122468
1;513512842.00;-1013816610
1;-573939680.00;-14404112
1;1945455802.00;1757369694
1;-1126254009.00;1396861138
1;-214990239.00;81228674
1;965914675.00;271945721
1;-536462453.00;610135246
1;719690306.00;-1731578988
1;-1806410536.00;-1796786331
1;406616175.00;2046092420
1;-1297137349.00;-509984
1;1253545583.00;-1181808328
1;1582005634.00;1580748220
1;-1855304528.00;139691235
1;-2029734778.00;-2094342538
1;-1720303593.00;-2052581072
1;-177347556.00;-891435283
1;-1585429350.00;-1262650597
1;-1372720922.00;1753736749
1;2049465421.00;-1866306523
1;1471337274.00;-314996050
1;1843236428.00;-1486430784
1;1009790125.00;150789854
1;-1376550476.00;-71782842
1;-95528475.00;1161186405
1;463485370.00;117741486
1;955691579.00;1322945189
1;-371625782.00;-241889680
1;1429268264.00;-1175376107
1;1717550478.00;1922223094
1;-1389292616.00;-281940844
1;1379542114.00;-1152924043
1;550275559.00;1283559726
1;356244536.00;-411629618
1;1080552088.00;-2027749105
1;762087994.00;-1972449229
1;573279073.00;1059171376
1;-781463212.00;256540522
1;-1396075880.00;-1594142441
1;132577811.00;2044154627
1;1479223900.00;1627991479
1;1537803701.00;-157317390
1;-545126547.00;2104492560
1;-1579046771.00;-1600443890
1;-1112909607.00;-2071185527
